1,10.674,10.262,9.7679,9.3112,8.9969,8.9039,9.0756,9.5147,10.182,11,11.865,12.656,13.253,13.547,13.464,12.966,12.066,10.826,9.3535,7.7898,6.2846,4.9755,3.9698,3.3343,3.0891,3.2047,3.6074,4.1906,4.8306,5.4016,5.7915,5.9155,5.7235,5.2044,4.3891,3.3495,2.1878,1.0212,-0.035123,-0.88211,-1.4504,-1.7102,-1.6754,-1.4012,-0.97451,-0.50124,-0.091289,0.15816,0.17592,-0.076805,-0.60286,0.44073,0.54711,1
1,10.262,9.7679,9.3112,8.9969,8.9039,9.0756,9.5147,10.182,11,11.865,12.656,13.253,13.547,13.464,12.966,12.066,10.826,9.3535,7.7898,6.2846,4.9755,3.9698,3.3343,3.0891,3.2047,3.6074,4.1906,4.8306,5.4016,5.7915,5.9155,5.7235,5.2044,4.3891,3.3495,2.1878,1.0212,-0.035123,-0.88211,-1.4504,-1.7102,-1.6754,-1.4012,-0.97451,-0.50124,-0.091289,0.15816,0.17592,-0.076805,-0.60286,-1.3642,0.44073,0.54711,1
1,9.7679,9.3112,8.9969,8.9039,9.0756,9.5147,10.182,11,11.865,12.656,13.253,13.547,13.464,12.966,12.066,10.826,9.3535,7.7898,6.2846,4.9755,3.9698,3.3343,3.0891,3.2047,3.6074,4.1906,4.8306,5.4016,5.7915,5.9155,5.7235,5.2044,4.3891,3.3495,2.1878,1.0212,-0.035123,-0.88211,-1.4504,-1.7102,-1.6754,-1.4012,-0.97451,-0.50124,-0.091289,0.15816,0.17592,-0.076805,-0.60286,-1.3642,-2.2814,0.44073,0.54711,1
1,9.3112,8.9969,8.9039,9.0756,9.5147,10.182,11,11.865,12.656,13.253,13.547,13.464,12.966,12.066,10.826,9.3535,7.7898,6.2846,4.9755,3.9698,3.3343,3.0891,3.2047,3.6074,4.1906,4.8306,5.4016,5.7915,5.9155,5.7235,5.2044,4.3891,3.3495,2.1878,1.0212,-0.035123,-0.88211,-1.4504,-1.7102,-1.6754,-1.4012,-0.97451,-0.50124,-0.091289,0.15816,0.17592,-0.076805,-0.60286,-1.3642,-2.2814,-3.2449,0.44073,0.54711,1
1,8.9969,8.9039,9.0756,9.5147,10.182,11,11.865,12.656,13.253,13.547,13.464,12.966,12.066,10.826,9.3535,7.7898,6.2846,4.9755,3.9698,3.3343,3.0891,3.2047,3.6074,4.1906,4.8306,5.4016,5.7915,5.9155,5.7235,5.2044,4.3891,3.3495,2.1878,1.0212,-0.035123,-0.88211,-1.4504,-1.7102,-1.6754,-1.4012,-0.97451,-0.50124,-0.091289,0.15816,0.17592,-0.076805,-0.60286,-1.3642,-2.2814,-3.2449,-4.1321,0.44073,0.54711,1
2,-3.9818,-3.8938,-3.7583,-3.596,-3.4323,-3.2934,-3.2018,-3.1717,-3.2046,-3.2889,-3.4039,-3.5253,-3.6305,-3.7018,-3.7284,-3.7059,-3.6356,-3.523,-3.3778,-3.214,-3.0507,-2.9114,-2.821,-2.801,-2.8645,-3.0119,-3.2303,-3.4976,-3.7884,-4.0784,-4.3471,-4.5789,-4.7628,-4.8917,-4.9633,-4.9811,-4.9552,-4.9022,-4.8433,-4.8006,-4.7931,-4.8327,-4.9213,-5.0493,-5.1983,-5.3453,-5.4677,-5.5471,-5.5711,-5.5333,-5.4319,0.44985,0.53495,1
2,-3.8938,-3.7583,-3.596,-3.4323,-3.2934,-3.2018,-3.1717,-3.2046,-3.2889,-3.4039,-3.5253,-3.6305,-3.7018,-3.7284,-3.7059,-3.6356,-3.523,-3.3778,-3.214,-3.0507,-2.9114,-2.821,-2.801,-2.8645,-3.0119,-3.2303,-3.4976,-3.7884,-4.0784,-4.3471,-4.5789,-4.7628,-4.8917,-4.9633,-4.9811,-4.9552,-4.9022,-4.8433,-4.8006,-4.7931,-4.8327,-4.9213,-5.0493,-5.1983,-5.3453,-5.4677,-5.5471,-5.5711,-5.5333,-5.4319,-5.2692,0.44985,0.53495,1
2,-3.7583,-3.596,-3.4323,-3.2934,-3.2018,-3.1717,-3.2046,-3.2889,-3.4039,-3.5253,-3.6305,-3.7018,-3.7284,-3.7059,-3.6356,-3.523,-3.3778,-3.214,-3.0507,-2.9114,-2.821,-2.801,-2.8645,-3.0119,-3.2303,-3.4976,-3.7884,-4.0784,-4.3471,-4.5789,-4.7628,-4.8917,-4.9633,-4.9811,-4.9552,-4.9022,-4.8433,-4.8006,-4.7931,-4.8327,-4.9213,-5.0493,-5.1983,-5.3453,-5.4677,-5.5471,-5.5711,-5.5333,-5.4319,-5.2692,-5.052,0.44985,0.53495,1
2,-3.596,-3.4323,-3.2934,-3.2018,-3.1717,-3.2046,-3.2889,-3.4039,-3.5253,-3.6305,-3.7018,-3.7284,-3.7059,-3.6356,-3.523,-3.3778,-3.214,-3.0507,-2.9114,-2.821,-2.801,-2.8645,-3.0119,-3.2303,-3.4976,-3.7884,-4.0784,-4.3471,-4.5789,-4.7628,-4.8917,-4.9633,-4.9811,-4.9552,-4.9022,-4.8433,-4.8006,-4.7931,-4.8327,-4.9213,-5.0493,-5.1983,-5.3453,-5.4677,-5.5471,-5.5711,-5.5333,-5.4319,-5.2692,-5.052,-4.7921,0.44985,0.53495,1
2,-3.4323,-3.2934,-3.2018,-3.1717,-3.2046,-3.2889,-3.4039,-3.5253,-3.6305,-3.7018,-3.7284,-3.7059,-3.6356,-3.523,-3.3778,-3.214,-3.0507,-2.9114,-2.821,-2.801,-2.8645,-3.0119,-3.2303,-3.4976,-3.7884,-4.0784,-4.3471,-4.5789,-4.7628,-4.8917,-4.9633,-4.9811,-4.9552,-4.9022,-4.8433,-4.8006,-4.7931,-4.8327,-4.9213,-5.0493,-5.1983,-5.3453,-5.4677,-5.5471,-5.5711,-5.5333,-5.4319,-5.2692,-5.052,-4.7921,-4.5072,0.44985,0.53495,1
